Episode,RollingWin,OverallWin,Epsilon,Speed,Opponent
102000,0.794,0.7310294117647059,0.02975,12.481384647895851,random
103000,0.823,0.7319223300970874,0.02975,12.522188701307055,random
104000,0.835,0.7329134615384615,0.02975,12.543894632203832,random
105000,0.802,0.7335714285714285,0.02975,12.48351632678637,random
106000,0.807,0.7342641509433963,0.02975,12.205585287978103,random
107000,0.797,0.7348504672897196,0.02975,12.286957369474175,random
108000,0.796,0.7354166666666667,0.02975,11.927871920434747,random
109000,0.806,0.7360642201834863,0.02975,11.987189690164506,random
110000,0.789,0.7365454545454545,0.025,12.231340465334654,random
111000,0.795,0.737072072072072,0.025,12.255668385860762,random
112000,0.813,0.73775,0.025,12.252237704343617,random
113000,0.807,0.7383628318584071,0.025,12.339889049681148,random
114000,0.823,0.7391052631578947,0.025,12.371749986440141,random
115000,0.817,0.7397826086956522,0.025,12.33476817696838,random
116000,0.826,0.7405258620689655,0.025,12.136697265843656,random
117000,0.831,0.7412991452991453,0.025,12.231531603915965,random
118000,0.81,0.7418813559322034,0.025,11.919468341021958,random
119000,0.792,0.7423025210084033,0.025,12.000120000513352,random
120000,0.787,0.742675,0.025,12.579623824708083,random
121000,0.821,0.7433223140495868,0.025,12.53403701421348,random
122000,0.809,0.7438606557377049,0.025,12.471655813139641,random
123000,0.809,0.744390243902439,0.025,12.453692680888757,random
124000,0.802,0.7448548387096774,0.025,12.409570493064988,random
125000,0.819,0.745448,0.025,12.369108441576007,random
126000,0.838,0.7461825396825397,0.025,12.183956113036954,random
127000,0.813,0.7467086614173228,0.025,12.272670707693647,random
128000,0.802,0.747140625,0.025,11.922491687217542,random
129000,0.82,0.7477054263565891,0.025,12.000114466042424,random
130000,0.823,0.7482846153846154,0.025,12.694420756702856,random
131000,0.825,0.7488702290076336,0.025,12.52555472927262,random
132000,0.796,0.7492272727272727,0.025,12.37205206083041,random
133000,0.822,0.7497744360902255,0.025,12.451247919328969,random
134000,0.809,0.7502164179104478,0.025,12.433549304024034,random
135000,0.81,0.7506592592592592,0.025,12.369896549019659,random
136000,0.808,0.7510808823529411,0.025,12.096141606216339,random
137000,0.83,0.7516569343065693,0.025,12.166741304509417,random
138000,0.795,0.7519710144927536,0.025,11.819170336100013,random
139000,0.811,0.7523956834532374,0.025,11.901267381986889,random
140000,0.792,0.7526785714285714,0.025,12.377006729817994,random
141000,0.801,0.7530212765957447,0.025,12.387816537495137,random
142000,0.821,0.7535,0.025,12.340424473145097,random
143000,0.81,0.7538951048951049,0.025,12.322871198339982,random
144000,0.815,0.7543194444444444,0.025,12.374302207058056,random
145000,0.813,0.7547241379310344,0.025,12.319364313536049,random
146000,0.807,0.7550821917808219,0.025,12.064975732294728,random
147000,0.819,0.755517006802721,0.025,12.151846317125562,random
148000,0.816,0.7559256756756757,0.025,11.82216625707006,random
149000,0.825,0.7563892617449665,0.025,11.917076173268805,random
150000,0.817,0.7567933333333333,0.025,12.677199035465044,random
151000,0.805,0.757112582781457,0.025,12.430877169890147,random
152000,0.827,0.7575723684210526,0.025,12.36125500625856,random
153000,0.817,0.7579607843137255,0.025,12.410717101005659,random
154000,0.799,0.7582272727272727,0.025,12.412350461534388,random
155000,0.81,0.7585612903225807,0.025,12.363767054087079,random
156000,0.811,0.7588974358974359,0.025,12.146035039606979,random
157000,0.812,0.759235668789809,0.025,12.257666936793616,random
158000,0.79,0.7594303797468355,0.025,11.891915708022518,random
159000,0.775,0.7595283018867924,0.025,11.965521841140037,random
160000,0.814,0.75986875,0.01,12.118935220265996,random
161000,0.804,0.7601428571428571,0.01,12.023076126017672,random
162000,0.822,0.7605246913580247,0.01,11.953745174930068,random
163000,0.814,0.7608527607361963,0.01,11.994007774494813,random
164000,0.82,0.7612134146341464,0.01,12.021068311215952,random
165000,0.785,0.7613575757575758,0.01,12.018270889054559,random
166000,0.814,0.7616746987951807,0.01,11.82058352548163,random
167000,0.802,0.7619161676646706,0.01,11.90415438400024,random
168000,0.814,0.7622261904761904,0.01,11.632440290337128,random
169000,0.8,0.7624497041420119,0.01,11.745604582516192,random
170000,0.818,0.7627764705882353,0.01,12.839814356843267,random
171000,0.805,0.7630233918128655,0.01,12.662382951448821,random
172000,0.815,0.7633255813953488,0.01,12.55735204986863,random
173000,0.798,0.7635260115606937,0.01,12.494819375125333,random
174000,0.804,0.7637586206896552,0.01,12.397059591817388,random
175000,0.79,0.7639085714285714,0.01,12.197057790176896,random
176000,0.822,0.7642386363636363,0.01,11.90139488113728,random
177000,0.818,0.764542372881356,0.01,11.998017890316865,random
178000,0.814,0.7648202247191012,0.01,11.697334116148655,random
179000,0.814,0.7650949720670391,0.01,11.761379031315201,random
180000,0.812,0.7653555555555556,0.01,12.02605774679592,random
181000,0.821,0.7656629834254144,0.01,11.986642149939668,random
182000,0.8,0.7658516483516483,0.01,11.976593470373635,random
183000,0.822,0.7661584699453552,0.01,12.102607151949568,random
184000,0.797,0.7663260869565217,0.01,12.136377949959517,random
185000,0.8,0.7665081081081081,0.01,12.086936815996454,random
186000,0.797,0.7666720430107526,0.01,11.709646277963193,random
187000,0.808,0.7668930481283422,0.01,11.780730950537091,random
188000,0.831,0.7672340425531915,0.01,11.461768493563302,random
189000,0.815,0.7674867724867724,0.01,11.490918327808082,random
190000,0.805,0.7676842105263157,0.01,11.794230342704553,random
191000,0.82,0.7679581151832461,0.01,11.76674949275316,random
192000,0.814,0.7681979166666667,0.01,11.77955755387811,random
193000,0.812,0.7684248704663212,0.01,11.729585067547438,random
194000,0.801,0.7685927835051546,0.01,11.626813519705854,random
195000,0.806,0.7687846153846154,0.01,11.493360120086002,random
196000,0.818,0.7690357142857143,0.01,11.165142695727498,random
197000,0.815,0.769269035532995,0.01,11.297808462198482,random
198000,0.82,0.7695252525252525,0.01,11.000561784717702,random
199000,0.811,0.7697336683417085,0.01,11.086759232021093,random
