Battles,RollingWin,OverallWin,Epsilon,Speed,AvgReward,TableSize,Opponent
68000,4.00%,4.85%,0.9753,30.796133289465445,-0.9203,3416987,hueristic
69000,4.00%,4.84%,0.9753,30.29945471995865,-0.9201,3451094,hueristic
70000,4.60%,4.84%,0.9753,29.864885443042613,-0.9079,3484684,hueristic
71000,4.90%,4.84%,0.9753,29.475172575554822,-0.9020,3518038,hueristic
72000,4.40%,4.83%,0.9753,29.684979127440677,-0.9120,3552371,hueristic
73000,5.70%,4.84%,0.9753,28.6068192958855,-0.8861,3586181,hueristic
74000,5.50%,4.85%,0.9753,27.267578738508615,-0.8897,3619801,hueristic
75000,5.30%,4.86%,0.9753,27.38905299155952,-0.8942,3653218,hueristic
76000,5.00%,4.86%,0.9715,30.39523382781142,-0.8999,3687466,hueristic
77000,5.80%,4.87%,0.9715,29.80936900758687,-0.8847,3721410,hueristic
78000,3.80%,4.86%,0.9715,30.25323163419084,-0.9237,3753814,hueristic
79000,5.10%,4.86%,0.9715,29.98360652183889,-0.8980,3786000,hueristic
80000,4.80%,4.86%,0.9715,29.744777275109982,-0.9043,3818628,hueristic
81000,5.40%,4.87%,0.9715,29.47776119230518,-0.8915,3849691,hueristic
82000,5.40%,4.88%,0.9715,29.754591854582014,-0.8924,3880139,hueristic
83000,4.60%,4.87%,0.9715,29.1100939111864,-0.9081,3911714,hueristic
84000,4.90%,4.87%,0.9715,27.56439388910646,-0.9018,3943509,hueristic
85000,5.30%,4.88%,0.9715,27.738875549606906,-0.8942,3975234,hueristic
86000,6.50%,4.90%,0.9677,28.937242608981457,-0.8708,4006824,hueristic
87000,4.70%,4.90%,0.9677,29.686364911940622,-0.9058,4038037,hueristic
88000,5.90%,4.91%,0.9677,30.211281988162213,-0.8815,4068807,hueristic
89000,5.90%,4.92%,0.9677,29.824463135421386,-0.8824,4099413,hueristic
90000,4.90%,4.92%,0.9677,29.554456775347788,-0.9021,4129447,hueristic
91000,4.50%,4.91%,0.9677,29.247257660796922,-0.9101,4159093,hueristic
92000,5.60%,4.92%,0.9677,29.581834024847335,-0.8879,4188980,hueristic
93000,4.50%,4.92%,0.9677,28.86412763884958,-0.9100,4218780,hueristic
94000,5.50%,4.92%,0.9677,27.522663430272203,-0.8901,4248445,hueristic
95000,6.20%,4.94%,0.9677,27.739104020162614,-0.8762,4278011,hueristic
96000,5.90%,4.95%,0.9639,29.86798290088628,-0.8826,4307947,hueristic
97000,4.90%,4.95%,0.9639,29.78533093414756,-0.9018,4337274,hueristic
98000,6.20%,4.96%,0.9639,30.397028969793567,-0.8760,4365712,hueristic
99000,5.70%,4.97%,0.9639,30.09969809514189,-0.8859,4394185,hueristic
100000,6.10%,4.98%,0.9639,29.980812627024747,-0.8782,4423340,hueristic
101000,5.00%,4.98%,0.9639,29.506667637222314,-0.9001,4452680,hueristic
102000,5.60%,4.99%,0.9639,29.784039770446803,-0.8881,4481055,hueristic
103000,5.00%,4.99%,0.9639,29.10675881639955,-0.8992,4509614,hueristic
104000,4.90%,4.99%,0.9639,27.873361195001355,-0.9027,4537937,hueristic
105000,4.80%,4.98%,0.9639,28.07505855563186,-0.9038,4566238,hueristic
106000,5.30%,4.98%,0.9601,30.030077804554605,-0.8944,4594056,hueristic
107000,5.00%,4.98%,0.9601,29.98152534923113,-0.9002,4621363,hueristic
108000,5.60%,4.99%,0.9601,30.096822439553645,-0.8880,4649945,hueristic
109000,6.00%,5.00%,0.9601,29.785190646262482,-0.8800,4676982,hueristic
110000,5.30%,5.00%,0.9601,29.50637569609616,-0.8940,4704564,hueristic
111000,5.90%,5.01%,0.9601,29.21472475192191,-0.8820,4731258,hueristic
112000,4.30%,5.00%,0.9601,29.485644970303767,-0.9141,4758083,hueristic
113000,5.40%,5.01%,0.9601,28.844414168868465,-0.8919,4785175,hueristic
114000,5.80%,5.01%,0.9601,27.708397846974385,-0.8841,4811905,hueristic
115000,5.20%,5.01%,0.9601,27.88879353948891,-0.8955,4838579,hueristic
116000,4.90%,5.01%,0.9563,30.265928025652563,-0.9025,4865401,hueristic
117000,5.50%,5.01%,0.9563,30.01479459680828,-0.8899,4892726,hueristic
118000,5.00%,5.01%,0.9563,30.46918032600154,-0.9003,4918866,hueristic
119000,5.80%,5.02%,0.9563,30.15001761579753,-0.8839,4945182,hueristic
120000,5.40%,5.02%,0.9563,29.941185838697653,-0.8916,4971877,hueristic
121000,5.20%,5.03%,0.9563,29.5592496881105,-0.8962,4997922,hueristic
122000,5.20%,5.03%,0.9563,29.843441551086272,-0.8956,5023623,hueristic
123000,4.40%,5.02%,0.9563,29.03351311348181,-0.9122,5049331,hueristic
124000,4.90%,5.02%,0.9563,27.5945821975888,-0.9021,5075053,hueristic
