Battles,RollingWin,OverallWin,Epsilon,Speed,AvgReward,TableSize,Opponent
296000,18.60%,9.32%,0.4258,37.28805932865401,-0.6278,1243342,hueristic
297000,16.50%,9.35%,0.4258,36.64898152974279,-0.6699,1243387,hueristic
298000,15.80%,9.37%,0.4258,37.01070753060023,-0.6847,1243440,hueristic
299000,17.10%,9.39%,0.4258,36.0195135010886,-0.6576,1243479,hueristic
300000,17.30%,9.42%,0.4258,36.38367490742889,-0.6538,1243502,hueristic
301000,18.00%,9.45%,0.4060,38.5513603254977,-0.6403,1243532,hueristic
302000,19.20%,9.48%,0.4060,38.60094153149685,-0.6160,1243569,hueristic
303000,18.30%,9.51%,0.4060,38.690291481159214,-0.6338,1243609,hueristic
304000,18.40%,9.54%,0.4060,38.734476155669846,-0.6324,1243648,hueristic
305000,18.20%,9.57%,0.4060,38.60353596529057,-0.6360,1243691,hueristic
306000,17.40%,9.59%,0.4060,38.00369239728536,-0.6519,1243719,hueristic
307000,18.50%,9.62%,0.4060,37.13594812306731,-0.6301,1243750,hueristic
308000,17.50%,9.65%,0.4060,37.506488561897264,-0.6498,1243781,hueristic
309000,19.50%,9.68%,0.4060,36.325154327966764,-0.6102,1243818,hueristic
310000,19.50%,9.71%,0.4060,36.65619266098243,-0.6101,1243856,hueristic
311000,18.00%,9.74%,0.3862,37.38033400606225,-0.6401,1243893,hueristic
312000,20.00%,9.77%,0.3862,35.786303813134836,-0.6005,1243927,hueristic
313000,19.30%,9.80%,0.3862,33.396710380053904,-0.6138,1243967,hueristic
314000,20.50%,9.83%,0.3862,32.91693007850503,-0.5899,1243991,hueristic
315000,18.20%,9.86%,0.3862,32.716880589760265,-0.6361,1244039,hueristic
316000,19.00%,9.89%,0.3862,31.427844759168174,-0.6199,1244078,hueristic
317000,19.70%,9.92%,0.3862,30.005280753093455,-0.6062,1244117,hueristic
318000,19.60%,9.95%,0.3862,28.755166723779197,-0.6078,1244146,hueristic
319000,19.60%,9.98%,0.3862,29.264824964422782,-0.6083,1244178,hueristic
320000,18.40%,10.01%,0.3862,28.047208150710055,-0.6317,1244212,hueristic
321000,18.60%,10.04%,0.3664,33.56528728242944,-0.6279,1244244,hueristic
322000,20.70%,10.07%,0.3664,33.92064786232492,-0.5864,1244288,hueristic
323000,22.50%,10.11%,0.3664,33.75691207990868,-0.5503,1244321,hueristic
324000,19.60%,10.14%,0.3664,33.90799959568005,-0.6079,1244354,hueristic
325000,20.30%,10.17%,0.3664,33.61033986955136,-0.5940,1244388,hueristic
326000,19.00%,10.20%,0.3664,33.2847296522766,-0.6201,1244428,hueristic
327000,20.10%,10.23%,0.3664,32.727105326872625,-0.5974,1244465,hueristic
328000,20.50%,10.26%,0.3664,31.40373622737196,-0.5904,1244508,hueristic
329000,19.30%,10.29%,0.3664,31.73289284103747,-0.6138,1244540,hueristic
330000,20.20%,10.32%,0.3664,30.079058156834986,-0.5964,1244576,hueristic
331000,22.10%,10.36%,0.3466,33.453874470699006,-0.5585,1244612,hueristic
332000,21.20%,10.39%,0.3466,33.97852613959455,-0.5756,1244636,hueristic
333000,20.80%,10.42%,0.3466,33.57086175878935,-0.5844,1244669,hueristic
334000,19.90%,10.45%,0.3466,33.56607398997053,-0.6015,1244694,hueristic
335000,20.20%,10.48%,0.3466,33.43108019338132,-0.5962,1244729,hueristic
336000,21.10%,10.51%,0.3466,32.82148984013171,-0.5781,1244765,hueristic
337000,23.50%,10.55%,0.3466,32.322286954059564,-0.5303,1244797,hueristic
338000,22.10%,10.58%,0.3466,32.66040431673919,-0.5578,1244824,hueristic
